sentid	sent	start	finish	error	correction	tag	levenstein	lemmaequal	grammequal	stemequal	lenorig	lencorr	bastard	pos1	pos2
51902	Я люблю Драгунский потому что метафоры и как он пает голосем. 	12	12	голосем		morph, not-clear	7	0	0	0	1	0	0	S 	
51903	Ильф и Петров тоже использовают много метафор. « 	5	5	использовают		morph	12	0	0	0	1	0	0	V 	
51904	 «Лошадиная Фамилия» мне было очень сложно читать, но когда мы рассказ обсудили в классе и я поняла символизм, тогда стало смешно. 	2	2	Фамилия		gov	7	0	0	0	1	0	0	S 	
51904	 «Лошадиная Фамилия» мне было очень сложно читать, но когда мы рассказ обсудили в классе и я поняла символизм, тогда стало смешно. 	2	2	Фамилия		gov	7	0	0	0	1	0	0	S 	
51907	Но мне кажется, что читать его на русском более лучше человек понемает образы. 	9	10	более лучше 	лучше  	morph	7	0	0	0	3	3	0	ADV=  ADV=срав 	ADV=срав 
51907	Но мне кажется, что читать его на русском более лучше человек понемает образы. 	13	13	понемает		orpho	8	0	0	0	1	0	0	V 	
51913	Если человек понимает как язык работает тогдо не будет сложно понимать юмор или поэзю. 	14	14	поэзю		morph	5	0	0	0	1	0	0	S 	
51913	Если человек понимает как язык работает тогдо не будет сложно понимать юмор или поэзю. 	14	14	поэзю		morph	5	0	0	0	1	0	0	S 	
51913	Если человек понимает как язык работает тогдо не будет сложно понимать юмор или поэзю. 	14	14	поэзю		morph	5	0	0	0	1	0	0	S 	
51914	Для меня поэзия чуть— чуть сложней, но если я прывыкну ее читать, станет не так сложно. 	10	10	прывыкну		orpho	8	0	0	0	1	0	0	V 	
51915	Мне кажется что кагдо дети еще маленкие, надо им сказки рассказывать и книжки читать. 	7	7	маленкие		orpho	8	0	0	0	1	0	0	A=(вин 	
51915	Мне кажется что кагдо дети еще маленкие, надо им сказки рассказывать и книжки читать. 	7	7	маленкие		orpho	8	0	0	0	1	0	0	A=(вин 	
51916	Читавший дети будут читавший люде. 	5	5	люде		gov	4	0	0	0	1	0	0	S 	
